"area","year","agegroup","age","sex","education","population","label"
"Japan",1940,6,"25--29","2","e1",41.5163000390039,"No Education"
"Japan",1940,7,"30--34","2","e1",69.9321256119893,"No Education"
"Japan",1940,8,"35--39","2","e1",82.4576559760773,"No Education"
"Japan",1940,9,"40--44","2","e1",109.932984403131,"No Education"
"Japan",1940,10,"45--49","2","e1",142.620489216275,"No Education"
"Japan",1940,11,"50--54","2","e1",200.797232084103,"No Education"
"Japan",1940,12,"55--59","2","e1",276.987452834885,"No Education"
"Japan",1940,13,"60--64","2","e1",357.169719427809,"No Education"
"Japan",1940,14,"65--69","2","e1",354.787040159918,"No Education"
"Japan",1940,15,"70--74","2","e1",309.023071455558,"No Education"
"Japan",1940,16,"75--79","2","e1",217.117556107132,"No Education"
"Japan",1940,17,"80--84","2","e1",123.812723905263,"No Education"
"Japan",1940,18,"85--89","2","e1",48.6560579475375,"No Education"
"Japan",1940,19,"90--94","2","e1",10.8039995374805,"No Education"
"Japan",1940,20,"95--99","2","e1",1.43362260398093,"No Education"
"Japan",1940,21,"100+","2","e1",0.152862454861606,"No Education"
"Japan",1940,1,"0--4","2","e2",0,"Primary"
"Japan",1940,2,"5--9","2","e2",0,"Primary"
"Japan",1940,3,"10--14","2","e2",0,"Primary"
"Japan",1940,4,"15--19","2","e2",835.627282061975,"Primary"
"Japan",1940,5,"20--24","2","e2",869.701135450635,"Primary"
"Japan",1940,6,"25--29","2","e2",941.003629631003,"Primary"
"Japan",1940,7,"30--34","2","e2",914.971557041928,"Primary"
"Japan",1940,8,"35--39","2","e2",945.977083415196,"Primary"
"Japan",1940,9,"40--44","2","e2",898.262049697536,"Primary"
"Japan",1940,10,"45--49","2","e2",811.52929687594,"Primary"
"Japan",1940,11,"50--54","2","e2",778.294233562586,"Primary"
"Japan",1940,12,"55--59","2","e2",717.246200959043,"Primary"
"Japan",1940,13,"60--64","2","e2",606.321858605191,"Primary"
"Japan",1940,14,"65--69","2","e2",388.19951355556,"Primary"
"Japan",1940,15,"70--74","2","e2",214.79502496329,"Primary"
"Japan",1940,16,"75--79","2","e2",94.7663345176407,"Primary"
"Japan",1940,17,"80--84","2","e2",33.6287647813601,"Primary"
"Japan",1940,18,"85--89","2","e2",8.16620111641484,"Primary"
"Japan",1940,19,"90--94","2","e2",1.11642851867246,"Primary"
"Japan",1940,20,"95--99","2","e2",0.0907484752303262,"Primary"
"Japan",1940,21,"100+","2","e2",0.00590743526474036,"Primary"
"Japan",1940,1,"0--4","2","e4",0,"Secondary"
"Japan",1940,2,"5--9","2","e4",0,"Secondary"
"Japan",1940,3,"10--14","2","e4",0,"Secondary"
"Japan",1940,4,"15--19","2","e4",2813.55092011541,"Secondary"
"Japan",1940,5,"20--24","2","e4",2045.84060764978,"Secondary"
"Japan",1940,6,"25--29","2","e4",1753.84865466363,"Secondary"
"Japan",1940,7,"30--34","2","e4",1375.13528516025,"Secondary"
"Japan",1940,8,"35--39","2","e4",1074.50657729409,"Secondary"
"Japan",1940,9,"40--44","2","e4",804.340483592059,"Secondary"
"Japan",1940,10,"45--49","2","e4",569.087763429746,"Secondary"
"Japan",1940,11,"50--54","2","e4",424.874272788781,"Secondary"
"Japan",1940,12,"55--59","2","e4",303.719066919522,"Secondary"
"Japan",1940,13,"60--64","2","e4",198.299002373293,"Secondary"
"Japan",1940,14,"65--69","2","e4",97.6783578554356,"Secondary"
"Japan",1940,15,"70--74","2","e4",41.4497164413735,"Secondary"
"Japan",1940,16,"75--79","2","e4",13.9988741468202,"Secondary"
"Japan",1940,17,"80--84","2","e4",3.79877291015382,"Secondary"
"Japan",1940,18,"85--89","2","e4",0.705073243187059,"Secondary"
"Japan",1940,19,"90--94","2","e4",0.0737842561647671,"Secondary"
"Japan",1940,20,"95--99","2","e4",0.00458651349602262,"Secondary"
"Japan",1940,21,"100+","2","e4",0.000228284918064236,"Secondary"
"Japan",1940,1,"0--4","2","e6",0,"Post Secondary"
"Japan",1940,2,"5--9","2","e6",0,"Post Secondary"
"Japan",1940,3,"10--14","2","e6",0,"Post Secondary"
"Japan",1940,4,"15--19","2","e6",0,"Post Secondary"
"Japan",1940,5,"20--24","2","e6",89.5902365269802,"Post Secondary"
"Japan",1940,6,"25--29","2","e6",61.6864156663677,"Post Secondary"
"Japan",1940,7,"30--34","2","e6",62.3000321858299,"Post Secondary"
"Japan",1940,8,"35--39","2","e6",41.56068331464,"Post Secondary"
"Japan",1940,9,"40--44","2","e6",28.8324823072737,"Post Secondary"
"Japan",1940,10,"45--49","2","e6",18.6894504780395,"Post Secondary"
"Japan",1940,11,"50--54","2","e6",12.6472615645294,"Post Secondary"
"Japan",1940,12,"55--59","2","e6",8.12827928655041,"Post Secondary"
"Japan",1940,13,"60--64","2","e6",4.73141959370702,"Post Secondary"
"Japan",1940,14,"65--69","2","e6",2.06208842908665,"Post Secondary"
"Japan",1940,15,"70--74","2","e6",0.76918713977856,"Post Secondary"
"Japan",1940,16,"75--79","2","e6",0.227235228406695,"Post Secondary"
"Japan",1940,17,"80--84","2","e6",0.0537384032230469,"Post Secondary"
"Japan",1940,18,"85--89","2","e6",0.00866769286055397,"Post Secondary"
"Japan",1940,19,"90--94","2","e6",0.000787687682232324,"Post Secondary"
"Japan",1940,20,"95--99","2","e6",4.24072927237412e-05,"Post Secondary"
"Japan",1940,21,"100+","2","e6",1.82495558894472e-06,"Post Secondary"
"Japan",1945,1,"0--4","1","e1",4804.512977,"No Education"
"Japan",1945,2,"5--9","1","e1",4547.210114,"No Education"
"Japan",1945,3,"10--14","1","e1",4377.964998,"No Education"
"Japan",1945,4,"15--19","1","e1",9.83490906819018,"No Education"
"Japan",1945,5,"20--24","1","e1",9.49869439233957,"No Education"
"Japan",1945,6,"25--29","1","e1",10.5122824047473,"No Education"
"Japan",1945,7,"30--34","1","e1",14.4927742890483,"No Education"
"Japan",1945,8,"35--39","1","e1",16.4360848886972,"No Education"
"Japan",1945,9,"40--44","1","e1",19.2879321628735,"No Education"
"Japan",1945,10,"45--49","1","e1",22.5122857210393,"No Education"
"Japan",1945,11,"50--54","1","e1",24.5666275952419,"No Education"
"Japan",1945,12,"55--59","1","e1",26.9364677466382,"No Education"
"Japan",1945,13,"60--64","1","e1",27.8875388494452,"No Education"
"Japan",1945,14,"65--69","1","e1",27.3544344579004,"No Education"
"Japan",1945,15,"70--74","1","e1",22.7373777215441,"No Education"
"Japan",1945,16,"75--79","1","e1",13.8814878428538,"No Education"
"Japan",1945,17,"80--84","1","e1",7.28004223595878,"No Education"
"Japan",1945,18,"85--89","1","e1",2.3721526611424,"No Education"
"Japan",1945,19,"90--94","1","e1",0.564490276909125,"No Education"
"Japan",1945,20,"95--99","1","e1",0.0754555965034248,"No Education"
"Japan",1945,21,"100+","1","e1",0.00443040341540605,"No Education"
"Japan",1945,1,"0--4","1","e2",0,"Primary"
"Japan",1945,2,"5--9","1","e2",0,"Primary"
"Japan",1945,3,"10--14","1","e2",0,"Primary"
"Japan",1945,4,"15--19","1","e2",799.136759577718,"Primary"
"Japan",1945,5,"20--24","1","e2",890.257293781054,"Primary"
"Japan",1945,6,"25--29","1","e2",854.390615572076,"Primary"
"Japan",1945,7,"30--34","1","e2",950.056399923199,"Primary"
"Japan",1945,8,"35--39","1","e2",1075.07326988913,"Primary"
"Japan",1945,9,"40--44","1","e2",1099.7892725551,"Primary"
"Japan",1945,10,"45--49","1","e2",1111.86131051083,"Primary"
"Japan",1945,11,"50--54","1","e2",1022.6485858434,"Primary"
"Japan",1945,12,"55--59","1","e2",921.865311258863,"Primary"
"Japan",1945,13,"60--64","1","e2",767.77012221991,"Primary"
"Japan",1945,14,"65--69","1","e2",594.173856515209,"Primary"
"Japan",1945,15,"70--74","1","e2",383.296347145085,"Primary"
"Japan",1945,16,"75--79","1","e2",179.235190781936,"Primary"
"Japan",1945,17,"80--84","1","e2",71.2943952376227,"Primary"
"Japan",1945,18,"85--89","1","e2",17.4940759119765,"Primary"
"Japan",1945,19,"90--94","1","e2",3.11850066880686,"Primary"
"Japan",1945,20,"95--99","1","e2",0.311447673183464,"Primary"
"Japan",1945,21,"100+","1","e2",0.0136153464625042,"Primary"
"Japan",1945,1,"0--4","1","e4",0,"Secondary"
"Japan",1945,2,"5--9","1","e4",0,"Secondary"
"Japan",1945,3,"10--14","1","e4",0,"Secondary"
"Japan",1945,4,"15--19","1","e4",3201.88035635409,"Secondary"
"Japan",1945,5,"20--24","1","e4",2121.42955428781,"Secondary"
"Japan",1945,6,"25--29","1","e4",1513.12065620499,"Secondary"
"Japan",1945,7,"30--34","1","e4",1251.7854466418,"Secondary"
"Japan",1945,8,"35--39","1","e4",1056.13031054972,"Secondary"
"Japan",1945,9,"40--44","1","e4",839.512077138793,"Secondary"
"Japan",1945,10,"45--49","1","e4",654.512961366192,"Secondary"
"Japan",1945,11,"50--54","1","e4",460.230819532056,"Secondary"
"Japan",1945,12,"55--59","1","e4",314.969413643636,"Secondary"
"Japan",1945,13,"60--64","1","e4",198.049711201476,"Secondary"
"Japan",1945,14,"65--69","1","e4",115.076957837566,"Secondary"
"Japan",1945,15,"70--74","1","e4",55.4586318915574,"Secondary"
"Japan",1945,16,"75--79","1","e4",19.2983957316018,"Secondary"
"Japan",1945,17,"80--84","1","e4",5.69799311556479,"Secondary"
"Japan",1945,18,"85--89","1","e4",1.03620109364909,"Secondary"
"Japan",1945,19,"90--94","1","e4",0.136746434758438,"Secondary"
"Japan",1945,20,"95--99","1","e4",0.0101150308947151,"Secondary"
"Japan",1945,21,"100+","1","e4",0.000327097356713031,"Secondary"
"Japan",1945,1,"0--4","1","e6",0,"Post Secondary"
"Japan",1945,2,"5--9","1","e6",0,"Post Secondary"
"Japan",1945,3,"10--14","1","e6",0,"Post Secondary"
"Japan",1945,4,"15--19","1","e6",0,"Post Secondary"
"Japan",1945,5,"20--24","1","e6",245.860734538791,"Post Secondary"
"Japan",1945,6,"25--29","1","e6",143.998048818183,"Post Secondary"
"Japan",1945,7,"30--34","1","e6",196.200581145952,"Post Secondary"
"Japan",1945,8,"35--39","1","e6",158.181390672449,"Post Secondary"
"Japan",1945,9,"40--44","1","e6",109.192728143233,"Post Secondary"
"Japan",1945,10,"45--49","1","e6",75.6838854019359,"Post Secondary"
"Japan",1945,11,"50--54","1","e6",46.7226440293059,"Post Secondary"
"Japan",1945,12,"55--59","1","e6",27.7788893508636,"Post Secondary"
"Japan",1945,13,"60--64","1","e6",15.0422737291687,"Post Secondary"
"Japan",1945,14,"65--69","1","e6",7.4646721893243,"Post Secondary"
"Japan",1945,15,"70--74","1","e6",3.04965024181394,"Post Secondary"
"Japan",1945,16,"75--79","1","e6",0.89419564360856,"Post Secondary"
"Japan",1945,17,"80--84","1","e6",0.221490410853724,"Post Secondary"
"Japan",1945,18,"85--89","1","e6",0.0336843332320408,"Post Secondary"
"Japan",1945,19,"90--94","1","e6",0.00370861952557846,"Post Secondary"
"Japan",1945,20,"95--99","1","e6",0.000228699418395776,"Post Secondary"
"Japan",1945,21,"100+","1","e6",6.15276537675601e-06,"Post Secondary"
"Japan",1945,1,"0--4","2","e1",4677.305274,"No Education"
"Japan",1945,2,"5--9","2","e1",4452.335547,"No Education"
"Japan",1945,3,"10--14","2","e1",4295.097085,"No Education"
"Japan",1945,4,"15--19","2","e1",16.6642984940544,"No Education"
"Japan",1945,5,"20--24","2","e1",16.7334916441956,"No Education"
"Japan",1945,6,"25--29","2","e1",21.8465875117426,"No Education"
"Japan",1945,7,"30--34","2","e1",39.5246170852542,"No Education"
"Japan",1945,8,"35--39","2","e1",70.1099535936853,"No Education"
"Japan",1945,9,"40--44","2","e1",77.2798387104666,"No Education"
"Japan",1945,10,"45--49","2","e1",106.652812694197,"No Education"
"Japan",1945,11,"50--54","2","e1",138.586101861784,"No Education"
"Japan",1945,12,"55--59","2","e1",187.296161726847,"No Education"
"Japan",1945,13,"60--64","2","e1",239.196900495066,"No Education"
"Japan",1945,14,"65--69","2","e1",282.161262378867,"No Education"
"Japan",1945,15,"70--74","2","e1",270.221253620896,"No Education"
"Japan",1945,16,"75--79","2","e1",182.339171490654,"No Education"
"Japan",1945,17,"80--84","2","e1",104.872791592515,"No Education"
"Japan",1945,18,"85--89","2","e1",35.7726089480011,"No Education"
"Japan",1945,19,"90--94","2","e1",8.43715038397994,"No Education"
"Japan",1945,20,"95--99","2","e1",0.994899290130307,"No Education"
"Japan",1945,21,"100+","2","e1",0.0546183021105932,"No Education"
"Japan",1945,1,"0--4","2","e2",0,"Primary"
"Japan",1945,2,"5--9","2","e2",0,"Primary"
"Japan",1945,3,"10--14","2","e2",0,"Primary"
"Japan",1945,4,"15--19","2","e2",733.11024559511,"Primary"
"Japan",1945,5,"20--24","2","e2",798.342257970759,"Primary"
"Japan",1945,6,"25--29","2","e2",861.091521504792,"Primary"
"Japan",1945,7,"30--34","2","e2",895.860375372029,"Primary"
"Japan",1945,8,"35--39","2","e2",917.298206544918,"Primary"
"Japan",1945,9,"40--44","2","e2",886.575728654392,"Primary"
"Japan",1945,10,"45--49","2","e2",871.45977758035,"Primary"
"Japan",1945,11,"50--54","2","e2",788.573103476896,"Primary"
"Japan",1945,12,"55--59","2","e2",725.963805015772,"Primary"
"Japan",1945,13,"60--64","2","e2",619.389313145294,"Primary"
"Japan",1945,14,"65--69","2","e2",478.989487983513,"Primary"
"Japan",1945,15,"70--74","2","e2",295.669647799768,"Primary"
"Japan",1945,16,"75--79","2","e2",126.739879671908,"Primary"
"Japan",1945,17,"80--84","2","e2",45.7743271803926,"Primary"
"Japan",1945,18,"85--89","2","e2",9.71619567023166,"Primary"
"Japan",1945,19,"90--94","2","e2",1.41605115151964,"Primary"
"Japan",1945,20,"95--99","2","e2",0.102807662741485,"Primary"
"Japan",1945,21,"100+","2","e2",0.00345734478686525,"Primary"
"Japan",1945,1,"0--4","2","e4",0,"Secondary"
"Japan",1945,2,"5--9","2","e4",0,"Secondary"
"Japan",1945,3,"10--14","2","e4",0,"Secondary"
"Japan",1945,4,"15--19","2","e4",3235.82199991084,"Secondary"
"Japan",1945,5,"20--24","2","e4",2547.24908628639,"Secondary"
"Japan",1945,6,"25--29","2","e4",2025.58779078129,"Secondary"
"Japan",1945,7,"30--34","2","e4",1657.54311496272,"Secondary"
"Japan",1945,8,"35--39","2","e4",1378.63206908008,"Secondary"
"Japan",1945,9,"40--44","2","e4",1007.03438636084,"Secondary"
"Japan",1945,10,"45--49","2","e4",780.340635748813,"Secondary"
"Japan",1945,11,"50--54","2","e4",552.98965235894,"Secondary"
"Japan",1945,12,"55--59","2","e4",396.306859830087,"Secondary"
"Japan",1945,13,"60--64","2","e4",262.281409085016,"Secondary"
"Japan",1945,14,"65--69","2","e4",156.654648461674,"Secondary"
"Japan",1945,15,"70--74","2","e4",74.3960892692951,"Secondary"
"Japan",1945,16,"75--79","2","e4",24.4574196963463,"Secondary"
"Japan",1945,17,"80--84","2","e4",6.76177936622002,"Secondary"
"Japan",1945,18,"85--89","2","e4",1.09756100593645,"Secondary"
"Japan",1945,19,"90--94","2","e4",0.122262452722822,"Secondary"
"Japan",1945,20,"95--99","2","e4",0.00679451196072875,"Secondary"
"Japan",1945,21,"100+","2","e4",0.000174737465121197,"Secondary"
"Japan",1945,1,"0--4","2","e6",0,"Post Secondary"
"Japan",1945,2,"5--9","2","e6",0,"Post Secondary"
"Japan",1945,3,"10--14","2","e6",0,"Post Secondary"
"Japan",1945,4,"15--19","2","e6",0,"Post Secondary"
"Japan",1945,5,"20--24","2","e6",131.263672098659,"Post Secondary"
"Japan",1945,6,"25--29","2","e6",88.7033372021743,"Post Secondary"
"Japan",1945,7,"30--34","2","e6",70.8943515800003,"Post Secondary"
"Japan",1945,8,"35--39","2","e6",62.4584527813181,"Post Secondary"
"Japan",1945,9,"40--44","2","e6",38.9509362742978,"Post Secondary"
"Japan",1945,10,"45--49","2","e6",27.972180976639,"Post Secondary"
"Japan",1945,11,"50--54","2","e6",18.1607713023803,"Post Secondary"
"Japan",1945,12,"55--59","2","e6",11.7968934272942,"Post Secondary"
"Japan",1945,13,"60--64","2","e6",7.01930427462392,"Post Secondary"
"Japan",1945,14,"65--69","2","e6",3.73778417594639,"Post Secondary"
"Japan",1945,15,"70--74","2","e6",1.57057631004158,"Post Secondary"
"Japan",1945,16,"75--79","2","e6",0.453859141092185,"Post Secondary"
"Japan",1945,17,"80--84","2","e6",0.109759860871933,"Post Secondary"
"Japan",1945,18,"85--89","2","e6",0.0155263758307989,"Post Secondary"
"Japan",1945,19,"90--94","2","e6",0.00150301177759807,"Post Secondary"
"Japan",1945,20,"95--99","2","e6",7.25351674792903e-05,"Post Secondary"
"Japan",1945,21,"100+","2","e6",1.61563742036846e-06,"Post Secondary"
"Japan",1950,1,"0--4","1","e1",5718.49,"No Education"
"Japan",1950,2,"5--9","1","e1",4825.426,"No Education"
"Japan",1950,3,"10--14","1","e1",4400.387,"No Education"
"Japan",1950,4,"15--19","1","e1",8.45784970476481,"No Education"
"Japan",1950,5,"20--24","1","e1",8.90255993851284,"No Education"
"Japan",1950,6,"25--29","1","e1",8.20445884010166,"No Education"
"Japan",1950,7,"30--34","1","e1",9.83794484292593,"No Education"
"Japan",1950,8,"35--39","1","e1",14.2739278678842,"No Education"
"Japan",1950,9,"40--44","1","e1",15.6743347244484,"No Education"
"Japan",1950,10,"45--49","1","e1",18.831483726446,"No Education"
"Japan",1950,11,"50--54","1","e1",20.758030450577,"No Education"
"Japan",1950,12,"55--59","1","e1",21.7923909214674,"No Education"
"Japan",1950,13,"60--64","1","e1",23.1410427863177,"No Education"
"Japan",1950,14,"65--69","1","e1",22.0036974699583,"No Education"
"Japan",1950,15,"70--74","1","e1",19.8628574151077,"No Education"
"Japan",1950,16,"75--79","1","e1",13.1022997932674,"No Education"
"Japan",1950,17,"80--84","1","e1",6.22062764272058,"No Education"
"Japan",1950,18,"85--89","1","e1",2.11153646280236,"No Education"
"Japan",1950,19,"90--94","1","e1",0.423871550629391,"No Education"
"Japan",1950,20,"95--99","1","e1",0.0714573434603278,"No Education"
"Japan",1950,21,"100+","1","e1",0.00474865741613057,"No Education"
"Japan",1950,1,"0--4","1","e2",0,"Primary"
"Japan",1950,2,"5--9","1","e2",0,"Primary"
"Japan",1950,3,"10--14","1","e2",0,"Primary"
"Japan",1950,4,"15--19","1","e2",770.913606795315,"Primary"
"Japan",1950,5,"20--24","1","e2",764.455375684547,"Primary"
"Japan",1950,6,"25--29","1","e2",768.956134625996,"Primary"
"Japan",1950,7,"30--34","1","e2",799.583518277197,"Primary"
"Japan",1950,8,"35--39","1","e2",935.710185811213,"Primary"
"Japan",1950,9,"40--44","1","e2",1025.24770343196,"Primary"
"Japan",1950,10,"45--49","1","e2",1073.76278668723,"Primary"
"Japan",1950,11,"50--54","1","e2",1025.22023869093,"Primary"
"Japan",1950,12,"55--59","1","e2",907.163902395031,"Primary"
"Japan",1950,13,"60--64","1","e2",791.97186549175,"Primary"
"Japan",1950,14,"65--69","1","e2",605.782445952054,"Primary"
"Japan",1950,15,"70--74","1","e2",431.447069757922,"Primary"
"Japan",1950,16,"75--79","1","e2",220.87259628012,"Primary"
"Japan",1950,17,"80--84","1","e2",80.3195878531414,"Primary"
"Japan",1950,18,"85--89","1","e2",20.678549692213,"Primary"
"Japan",1950,19,"90--94","1","e2",3.12595441478318,"Primary"
"Japan",1950,20,"95--99","1","e2",0.394762819640324,"Primary"
"Japan",1950,21,"100+","1","e2",0.0196003791836983,"Primary"
"Japan",1950,1,"0--4","1","e4",0,"Secondary"
"Japan",1950,2,"5--9","1","e4",0,"Secondary"
"Japan",1950,3,"10--14","1","e4",0,"Secondary"
"Japan",1950,4,"15--19","1","e4",3538.19554349992,"Secondary"
"Japan",1950,5,"20--24","1","e4",2669.64850405058,"Secondary"
"Japan",1950,6,"25--29","1","e4",1832.3761920761,"Secondary"
"Japan",1950,7,"30--34","1","e4",1324.34813545962,"Secondary"
"Japan",1950,8,"35--39","1","e4",1232.88300880628,"Secondary"
"Japan",1950,9,"40--44","1","e4",1007.1826783747,"Secondary"
"Japan",1950,10,"45--49","1","e4",819.645044647379,"Secondary"
"Japan",1950,11,"50--54","1","e4",603.510463161868,"Secondary"
"Japan",1950,12,"55--59","1","e4",408.258312805312,"Secondary"
"Japan",1950,13,"60--64","1","e4",270.589326932758,"Secondary"
"Japan",1950,14,"65--69","1","e4",156.264271035757,"Secondary"
"Japan",1950,15,"70--74","1","e4",83.5607553433361,"Secondary"
"Japan",1950,16,"75--79","1","e4",31.9577582809449,"Secondary"
"Japan",1950,17,"80--84","1","e4",8.64807398941493,"Secondary"
"Japan",1950,18,"85--89","1","e4",1.65267176183179,"Secondary"
"Japan",1950,19,"90--94","1","e4",0.185155100480502,"Secondary"
"Japan",1950,20,"95--99","1","e4",0.0173103724815478,"Secondary"
"Japan",1950,21,"100+","1","e4",0.000636570628268755,"Secondary"
"Japan",1950,1,"0--4","1","e6",0,"Post Secondary"
"Japan",1950,2,"5--9","1","e6",0,"Post Secondary"
"Japan",1950,3,"10--14","1","e6",0,"Post Secondary"
"Japan",1950,4,"15--19","1","e6",0,"Post Secondary"
"Japan",1950,5,"20--24","1","e6",392.80856032636,"Post Secondary"
"Japan",1950,6,"25--29","1","e6",212.361214457798,"Post Secondary"
"Japan",1950,7,"30--34","1","e6",226.470401420257,"Post Secondary"
"Japan",1950,8,"35--39","1","e6",193.237877514627,"Post Secondary"
